Title	Artist	BPM	Key	Import Date
Ching-A-Ling (Remix)	Missy Elliott	102		2010/7/8
Hey Baby	Stephen Marley	92.542		2010/3/19
Shake And Pop	Steve Aoki	132.652		2011/5/15
Control Freak (Dillon Francis Remix)	Steve Aoki	112.001		2013/5/28
Earthquakey People (Alvin Risk Remix)	Steve Aoki	140		2012/9/14
Earthquakey People (Dillon Francis Remix)	Steve Aoki	111.998		2012/1/23
I'm In The House (LMFAO Remix)	Steve Aoki	132.99		2011/3/20
I'm In The House	Steve Aoki	133.001		2011/3/20
Earthquakey People	Steve Aoki	126		2012/1/23
Ladi Dadi	Steve Aoki	133.007		2012/1/23
Dangerous	Steve Aoki	128.001		2012/1/23
Come With Me (Deadmeat)	Steve Aoki	129.999		2012/1/23
Emergency	Steve Aoki	130.001		2012/1/23
Livin' My Love	Steve Aoki	127		2012/1/23
Control Freak	Steve Aoki	118		2012/1/23
Steve Jobs	Steve Aoki	128		2012/1/23
Heartbreaker	Steve Aoki	128		2012/1/23
Cudi the Kid	Steve Aoki	144.001	Bm	2012/1/23
Ooh	Steve Aoki	144		2012/1/23
The Kids Will Have Their Say	Steve Aoki	130		2012/1/23
Earthquakey People (The Sequel)	Steve Aoki	130		2012/1/23
No Beef (Original Mix)	Steve Aoki	128		2012/1/23
Misfits	Travis Barker	126.995		2012/1/23
Show Me Your Hands	Steve Aoki & Afrojack	128.001		2011/5/15
Beat Down	Steve Aoki & Angger Dimas	110.001	Bbm	2012/7/17
Boneless (Original Mix)	Steve Aoki & Chris Lake & Tujamo	128		2013/7/17
Turbulence (Inquisitive Edit)	Steve Aoki & Laidback Luke	127.99		2011/3/5
Turbulence	Steve Aoki & Laidback Luke	129.999		2011/3/20
Wake Up Call (Mustard Pimp Remix)	Steve Aoki & Sidney Samson	126.999		2011/8/4
Wake Up (Peacetreaty Remix)	Steve Aoki & Sidney Samson	128		2011/3/20
Wake Up	Steve Aoki & Sidney Samson	127		2011/3/20
Misfits	Steve Aoki & Travis Barker	127		2011/5/15
Love Like Water (Toddla T Remix)	Steve Edwards	128.001	C	2012/1/23
The Joker	Steve Miller Band	NaN		2013/8/30
White Wing Dove (Secret Panda Society Remix)	Secret Panda Society	140.001		2011/12/1
All I Do	Stevie Wonder	117.343		2010/10/22
Pastime Paradise	Stevie Wonder	158.299	Cm	2013/1/29
Persian Algebra	Sticky K	108		2012/1/23
In For The Kill	STS	164		2010/3/19
Some Sing (BassNectar Remix)	STS9	100		2010/10/22
Damn	Styles of Beyond	93.999		2012/9/14
Good Times	Styles P.	166.351	Gm	2010/7/8
Ghost	Styles P.	168	Em	2010/7/8
Who Want A Problem	Styles P.	96.148		2010/7/8
Blow Your Mind (Remix)	Styles P.	90.404		2010/7/8
Blow Your Mind	Styles P.	90.333		2010/7/8
Falling Down	Sub Focus	140		2012/11/15
Tidal Wave	Sub Focus	173.999	F	2012/11/15
Tidal Wave (Flosstradamus Remix)	Sub Focus	159.999	F	2013/5/28
The Ripple	Sub Swara	138		2011/10/22
Waiting for My Ruca	Sublime	104.221		2010/7/8
Smoke Two Joints	Sublime	94.372		2012/11/10
40 Oz To Freedom	Sublime	93.772		2010/7/8
Santeria	Sublime	90.6643		2010/6/8
What I Got	Sublime	95.6116	D	2010/7/8
Doin Time (Zeds Dead Remix)	Sublime	140		2011/3/10
Summertime	Sublime	161.99		2010/6/8
1940 (Amp Live Remix)	Submarines	174	Bbm	2011/10/16
Rappers' Delight	Sugar Hill Gang	112.09		2010/7/8
Every Morning	Sugar Ray	109.876		2012/5/29
Someday	Sugar Ray	110.864		2012/5/29
Fly	Sugar Ray	99.71		2012/5/29
Bludgeoned To Death (Chrispy Remix)	Suicide Silence	140		2011/4/16
Warp 1.9	The Bloody Beetroots	130.001		2011/3/20
Sushi Chop	Super Cool DJ Kazu	110	C	2010/7/8
Monsieur Fischel, La Tour Eiffel	Super Mash Bros.	109.451		2010/7/8
I'm Onto Something (That's What She Said)	Super Mash Bros.	109.43		2010/7/8
Broseidon, Lord Of The Brocean	Super Mash Bros.	124.358		2010/7/8
I Fucking Bleed Purple And Gold	Super Mash Bros.	124.374		2010/7/8
Stop That Booty (Here We Come)	Super Mash Bros.	99		2010/7/8
Future Dads (Platinum Edition)	Super Mash Bros.	104.167		2010/7/8
I'm An Adler Girl	Super Mash Bros.	169.21	D	2010/7/8
Meet Me At Fantasy Island	Super Mash Bros.	121		2010/7/8
Deuteronomy Blunts	Super Mash Bros.	142.338		2010/7/8
D.G.A.F.L.Y.F	Super Mash Bros.	141.732		2010/7/8
Testarossas For Everyone!	Super Mash Bros.	141.763		2010/7/8
Makeshift Kingdom	Sweatshop Union	94		2011/8/4
Miami 2 Ibiza (Static Revenger Dub)	Swedish House Mafia	128		2010/12/8
One	Swedish House Mafia	125.001		2011/2/17
Save The World	Swedish House Mafia	133.549		2011/5/1
Greyhound	Swedish House Mafia	125		2012/11/10
Here We Go	Hard Rock Sofa & Swanky Tunes	128.001		2012/11/10
In My Mind (Axwell Mix)	Ivan Gough & Feenixpawl	127.999		2012/11/10
Calling (Lose My Mind)	Swedish House Mafia	125		2012/11/10
Atom	Nari & Milani	127.996		2012/11/10
Leave the World Behind	Swedish House Mafia	128		2012/11/10
Walking Alone	Dirty South & Those Usual Suspects	129		2012/11/10
Miami 2 Ibiza	Swedish House Mafia	125.001		2012/11/10
Resurrection (Axwell's Recut Club Version)	Michael Calfan	128		2012/11/10
Paradise	Coldplay	139.562	F	2012/11/10
The Wave (Thomas Gold Remix)	Miike Snow	127.001		2012/11/10
Ladi Dadi (Tommy Trash Remix)	Steve Aoki	128.997		2012/11/10
Sing2Me	Thomas Gold	128		2012/11/10
Alright	Red Carpet	124.999		2012/11/10
The Island (Steve Angello, AN21 & Max Vangeli Remix)	Pendulum	125.998		2012/11/10
Lights	Steve Angello & Third Party	128		2012/11/10
Raise Your Head	Alesso	125.002		2012/11/10
Epic	Sandro Silva & Quintino	128		2012/11/10
Three Triangles	Hardwell	128		2012/11/10
Trio	Arty, Matisse & Sadko	128		2012/11/10
Teenage Crime	Adrian Lux	128		2012/11/10
Reload	Sebastian Ingrosso & Tommy Trash	128		2012/11/10
Euphoria (Swedish House Mafia Extended Dub)	Usher	128		2012/11/10
Don't You Worry Child	Swedish House Mafia	129.002		2012/11/10
Beating of My Heart (Matisse & Sadko Instrumental) [feat. Heidrun]	M-3ox	171		2012/11/10
Sweet Disposition	Temper Trap	129		2012/11/10
Every Teardrop Is a Waterfall (Coldplay vs. Swedish House Mafia)	Coldplay	125		2012/11/10
You Got the Love (Mark Knight Remix)	Florence & The Machine	128		2012/11/10
Heart Is King	Axwell	127.981		2012/11/10
Save the World (Knife Party Remix)	Swedish House Mafia	125		2012/11/10
Punk (Arty Rock-n-Rolla Mix)	Ferry Corsten	132		2012/11/10
Antidote	Swedish House Mafia & Knife Party	128		2012/11/10
Meant To Live	Switchfoot	154.714		2010/7/8
It's Me Bitches	Swizz Beats	92.001		2010/7/8
It's Me Bitches (Remix)	Swizz Beats	91.98		2010/7/8
That Oprah (Remix)	Swizz Beats	142.045		2010/7/8
That Oprah	Swizz Beats	142.09		2010/7/8
Bang Bang	Swizz Beats	158.71		2010/12/8
Up In This Club	Swizz Beats	108	www.OnSMASH.com	2010/7/8
Everyday (Coolin') Remix	Swizz Beatz	94.009		2011/5/30
Dance To	Sydney 7	132		2011/4/1
Legend Of Zelda Theme	System Of A Down	140.617		2010/7/8
BYOB	System Of A Down	152.433		2010/7/8
Sugar	System Of A Down	130.69		2010/7/8
Chop Suey	System Of A Down	130.698		2010/7/8
Toxicity	System Of A Down	124		2010/7/8
Bartender	T-Pain	105.001		2010/7/8
Tipsy	T-Pain	165.01	Gm	2010/7/8
Ghetto Commandments	T-Pain	164	Dbm	2010/7/8
Baby Don't Go	T-Pain	99.799		2010/7/8
Snap Your Fingaz	T-Pain	149.999	www.OnSMASH.com	2010/7/8
Superman	T-Pain	135		2010/7/8
Can't Believe It	T-Pain	90		2010/7/8
I'm Sprung	T-Pain	100		2010/7/8
Buy You A Drink	T-Pain	160	Bbm	2010/7/8
Chopped & Screwed	T-Pain	120		2010/7/8
Freeze	T-Pain	119.726		2010/7/8
I'm Dancing	T-Pain	125.008		2011/3/3
Take Your Shirt Off	T-Pain	94.999		2010/7/8
Who The Fuck Is That	T-Pain	163.977		2010/7/8
Dope	T-Pain	156.001		2010/7/8
Where They At	T.I.	161.992		2010/7/8
Live Your Life (Remix)	T.I.	160		2010/7/8
Dope Boyz	T.I.	174	Gbm	2010/7/8
Got Your Back	T.I.	147.994		2010/9/27
Pledge Allegiance To The Swag	T.I.	154	Dm	2010/9/24
Welcome To The World	T.I.	119.999		2010/12/8
How Life Changed	T.I.	149.998		2010/12/8
Get Back Up	T.I.	169.995	G	2010/12/8
I Can’t Help It	T.I.	137.996		2010/12/8
That’s All She Wrote	T.I.	170		2010/12/8
No Mercy	T.I.	148		2010/12/8
Big Picture	T.I.	118.121		2010/12/8
Strip	T.I.	157.794		2010/12/8
Salute	T.I.	168.995	Bbm	2010/12/8
Amazing	T.I.	89.996		2010/12/8
Everything On Me	T.I.	171.428		2010/12/8
Poppin’ Bottles	T.I.	155.956		2010/12/8
Lay Me Down	T.I.	88.998		2010/12/8
Castle Walls	T.I.	162	Ab	2010/12/8
56 Bars [Intro]	T.I.	147.997		2010/7/8
I'm Illy	T.I.	165.993	Abm	2010/7/8
Ready for Whatever	T.I.	150.195		2010/7/8
On Top of the World 	T.I.	153.999		2010/7/8
Live Your Life	T.I.	160		2010/7/8
Whatever You Like	T.I.	149.996		2010/7/8
No Matter What	T.I.	145.596	B	2010/7/8
My Life Your Entertainment	T.I.	161.001		2010/7/8
Porn Star	T.I.	96.997		2010/7/8
Swing Your Rag	T.I.	88.996		2008/12/7
What Up, What's Haapnin	T.I.	142.985	Abm	2010/7/8
Every Chance I Get	T.I.	153.999		2010/7/8
Swagga Like Us	T.I.	89		2010/7/8
Slide Show	T.I.	99.997		2010/6/8
You Ain't Missin' Nothing	T.I.	162.994		2010/6/8
Dead and Gone	T.I.	135		2010/6/8
A Better Day	T.I.	170.8	Ebm	2010/7/8
Life Of The Party	T.I.	92.037		2010/7/8
Like I Do	T.I.	134.001		2010/7/8
Act I	T.I.	131.876		2010/7/8
Big Shit Poppin	T.I.	168.999	Cm	2010/7/8
Raw	T.I.	156.023		2010/7/8
You Know What It Is	T.I.	172.941	Am	2010/7/8
Da Dopeman	T.I.	173	Gm	2010/7/8
Watch What You Say to Me	T.I.	149.994		2010/7/8
Hurt	T.I.	134.993		2010/7/8
Act II	T.I.	131.876		2010/7/8
Help Is Coming	T.I.	140.571		2010/7/8
My Swag	T.I.	90.4		2010/7/8
We Do This	T.I.	97.996		2010/7/8
Show It to Me	T.I.	101.996		2010/7/8
Don't You Wanna Be High	T.I.	98.997		2010/7/8
Touchdown	T.I.	163		2010/7/8
Act III	T.I.	131.855		2010/7/8
Tell 'Em I Said That	T.I.	165	Fm	2010/7/8
Respect This Hustle	T.I.	174.994	Abm	2010/7/8
My Type	T.I.	161.995		2010/6/8
King Back	T.I.	152.002		2010/7/8
Front Back	T.I.	156.001		2010/7/8
What You Know	T.I.	147		2010/7/8
I'm Talkin To You	T.I.	158.001		2010/7/8
Live In The Sky	T.I.	156.01		2010/6/8
Ride Wit Me	T.I.	157.016		2010/7/8
The Breakup	T.I.	98.818		2010/7/8
Why You Wanna	T.I.	94		2010/7/8
Get It	T.I.	92.173		2010/7/8
Top Back	T.I.	159.999		2010/7/8
I'm Straight	T.I.	159.57		2010/7/8
Undertaker	T.I.	153.369		2010/7/8
Stand Up Guy	T.I.	109.01		2010/7/8
You Know Who	T.I.	155.83		2010/7/8
Good Life	T.I.	90.999		2010/7/8
Hello	T.I.	168.013		2010/7/8
Told You So	T.I.	154.996		2010/7/8
Bankhead	T.I.	159		2010/7/8
Trap Muzik	T.I.	151.999		2010/7/8
I Can't Quit	T.I.	166.835	Abm	2010/7/8
Be Easy	T.I.	155.007		2010/7/8
No More Talk	T.I.	97.705		2010/7/8
Doin' My Job	T.I.	167.201	Dbm	2010/7/8
Let's Get Away	T.I.	170	Bbm	2010/7/8
24's	T.I.	162.005		2010/7/8
Rubberband Man	T.I.	154.201		2009/10/28
Look What I Got	T.I.	167.826	Ebm	2010/7/8
I Still Luv You	T.I.	149.452		2010/7/8
Let Me Tell You Something	T.I.	174.201	Gbm	2010/7/8
T.I. vs. T.I.P.	T.I.	146.051		2010/7/8
Bezzle	T.I.	148.847		2010/7/8
Kingofdasouth	T.I.	140.009		2010/7/8
Be Better Than Me	T.I.	102.986		2010/7/8
Long Live Da Game	T.I.	141.861		2010/7/8
Get Away	T.I.	170	Bbm	2010/7/8
Don't Forget	T.I.	173.999	Gb	2010/7/8
Here Ye, Hear Ye	T.I.	164.001		2011/10/25
I'm Back	T.I.	153.999		2010/3/19
Whatever You Like (DiscoTech Remix)	T.I.	150.01		2010/7/8
Niggas In Paris (Remix)	T.I.	140.006	#freeOnSMASH	2011/10/25
Hell Of A Life	T.I.	164.995	Dbm	2010/7/8
Propane	T.I.	121.003		2010/7/8
Thats What I Thought	T.I.	159.999		2009/8/8
Yeah	T.I.	155.998		2010/9/24
Tha King	T.I.	172.005	Am	2010/7/8
Motivation	T.I.	162		2010/7/8
You Dont Know Me	T.I.	167.8	Db	2010/7/8
ASAP	T.I.	157.947	Dm	2010/7/8
Prayin For Help	T.I.	94.966		2010/7/8
Why You Mad At Me	T.I.	174.164	Dm	2010/7/8
Get Loose	T.I.	96.998		2010/7/8
What They Do	T.I.	89.998		2010/7/8
The Greatest	T.I.	90.9966	Dbm	2010/7/8
Get Ya Shit Together	T.I.	100.098		2010/7/8
Freak Though	T.I.	91.999		2010/7/8
Count Down	T.I.	104.06		2010/7/8
Bring Em Out	T.I.	98.59		2010/7/8
Limelight	T.I.	130.78		2010/7/8
Chillin' With My Bitch	T.I.	165.6	Bbm	2010/7/8
Stand Up	T.I.	165.999	Gbm	2010/7/8
My Life	T.I.	91.406		2010/7/8
24 Frames (Movie Night)	T.Shirt	150.399		2011/1/19
Syce It	Tabi Bonney	87.9999	Gm	2010/7/8
The Pocket	Tabi Bonney	166.701	Dbm	2010/7/8
Parachute	Tabi Bonney	151.987		2011/8/30
Where We Gonna Go	Tabi Bonney	126.018		2011/8/30
Whoop There It Is	Tag Team	129.404		2010/7/8
Chinese Rap Song	Tai Mai Shu	101.763		2010/7/8
Hangover	Taio Cruz	127.999		2011/10/10
Dirty Picture (Cookie Monsta Remix)	Taio Cruz	139.783		2011/10/2
Dynamite	Taio Cruz	120.003		2010/9/24
Higher	Taio Cruz	128		2011/2/21
Say Something	Talib Kweli	101		2010/7/8
Lonely People	Talib Kweli	138.022		2010/7/8
Funny Money	Talib Kweli	168.354	Fm	2010/7/8
Listen	Talib Kweli	97.98		2010/7/8
Bobbahead	Tampa Tony	151.999		2010/7/8
So Damn Down	Tanya Morgan	130.002		2011/5/30
Not Gonna Get Us	Tatu	130		2010/7/8
Friend or Foe	Tatu	112.56		2010/7/8
All The Things She Said	Tatu	89.983		2010/7/8
Love Story	Taylor Swift	119.01		2010/7/8
Fifteen	Taylor Swift	95.507		2010/7/8
Breathe	Taylor Swift	149.018		2010/7/8
I Knew You Were Trouble	Taylor Swift	154	Gb	2013/1/29
Picture To Burn	Taylor Swift	105.499		2010/7/8
22	Taylor Swift	104.001		2013/5/28
Fearless	Taylor Swift	100		2010/7/8
We Are Never Ever Getting Back Together	Taylor Swift	171.999	G	2013/1/29
You Belong With Me	Taylor Swift	130.31		2010/7/8
In My Head	Tech N9ne	162		2010/3/19
Super Mario Techno	Techno Remixes	100.001		2010/7/8
Beautiful Day	Techno Remixes	139.883		2010/7/8
Gangsta's Paradise (Techno)	Techno Remixes	160.006		2010/7/8
NFL Techno Remix	Techno Remixes	129.998		2010/7/8
Techno Opener	Techno Remixes	150.74		2010/7/8
Move This	Technotronic	120.69		2010/7/8
Pump Up The Jam	Technotronic	124.579		2010/7/8
Love Lost (Adventure Club Remix)	Temper Trap	139.894		2011/4/22
Kielbasa	Tenacious D	105		2010/7/8
One Note Song	Tenacious D	100.584	D	2010/7/8
Tribute	Tenacious D	169.297		2010/7/8
Wonderboy	Tenacious D	104.522		2010/7/8
Hard Fucking	Tenacious D	174.1		2010/7/8
Fuck Her Gently	Tenacious D	118.759	D	2010/7/8
Explosivo	Tenacious D	102.475		2010/7/8
Dio	Tenacious D	90.6699	D	2010/7/8
Inward Singing	Tenacious D	145.094		2010/7/8
Kyle Quit the Band	Tenacious D	109.171		2010/7/8
The Road	Tenacious D	105.523	G	2010/7/8
Pushups	Tenacious D	116.391	Gm	2010/7/8
Lee	Tenacious D	93.844		2010/7/8
Friendship Test	Tenacious D	139.881		2010/7/8
Friendship	Tenacious D	126.319		2010/7/8
Karate Schnitzel	Tenacious D	167.093		2010/7/8
Karate	Tenacious D	92.04		2010/7/8
Rock Your Socks	Tenacious D	89.8977	Em	2010/7/8
Drive-Thru	Tenacious D	168.646	Bbm	2010/7/8
Double Team	Tenacious D	95.161		2010/7/8
City Hall	Tenacious D	112.191		2010/7/8
Teriya-King	Teriyaki Boyz	112		2010/7/8
Tokyo Drift	Teriyaki Boyz	126.999		2010/7/8
So Amazing	Termanology	97.001		2010/7/8
Everything I Got	Termanology	94.901		2008/12/7
Action	Terror Fabulous	93.147		2010/7/8
Take Me Home	Terror Squad	131		2010/7/8
Lean Back	Terror Squad	95.101		2010/7/8
Tell Me	That Kid C-G	90		2010/3/19
Psycho Killer (Rad Omen Edit)	The 87 Stick Up Kids x Afrojack	127.999		2011/4/5
Access Denied	The Algorithm	139.771		2013/9/6
Tattoo	The Alliance	148.001		2010/7/8
If I Die Young	The Band Perry	130.992		2011/5/15
Fun, Fun, Fun	The Beach Boys	115.314		2010/7/8
California Girls	The Beach Boys	115.729		2010/7/8
Good Vibrations	The Beach Boys	148.71		2010/7/8
I Get Around	The Beach Boys	141		2010/7/8
Help Me, Rhonda	The Beach Boys	140.107		2010/7/8
Wouldn't It Be Nice	The Beach Boys	122.247		2010/7/8
Barbara Ann	The Beach Boys	159.19		2010/7/8
Surfer Girl	The Beach Boys	142.357	D	2010/7/8
Surfin' U.S.A.	The Beach Boys	158.75		2010/7/8
Be True to Your School	The Beach Boys	146		2010/7/8
California Dreaming	The Beach Boys	112		2010/7/8
A Hard Day's Night	The Beatles	138		2010/7/8
I Should Have Known Better	The Beatles	130.89		2010/7/8
If I Fell	The Beatles	108		2010/7/8
I'm Happy Just To Dance With You	The Beatles	132.102		2010/7/8
And I Love Her	The Beatles	112.61		2010/7/8
Tell Me Why	The Beatles	119.308		2010/7/8
Can't Buy Me Love	The Beatles	171.045	C	2010/7/8
Any Time At All	The Beatles	141.24		2010/7/8
I'll Cry Instead	The Beatles	96		2010/7/8
Things We Said Today	The Beatles	138.102		2010/7/8
When I Get Home	The Beatles	124.951		2010/7/8
You Can't Do That	The Beatles	129		2010/7/8
I'll Be Back	The Beatles	124.31		2010/7/8
Come Together	The Beatles	165.485		2010/7/8
Something	The Beatles	141.863		2010/7/8
Maxwell's Silver Hammer	The Beatles	131.23		2010/7/8
Oh! Darling	The Beatles	172.941	A	2010/7/8
Octopus's Garden	The Beatles	92.728		2010/7/8
I Want You (She's So Heavy)	The Beatles	142.216	Dm	2010/7/8
Here Comes The Sun	The Beatles	129.021		2010/7/8
Because	The Beatles	160.836	Dbm	2010/7/8
You Never Give Me Your Money	The Beatles	91.0524	Am	2010/7/8
Sun King	The Beatles	150.379	Em	2010/7/8
Mean Mr. Mustard	The Beatles	100.553		2010/7/8
Polythene Pam	The Beatles	167.284	Em	2010/7/8
She Came In Through The Bathroom Window	The Beatles	161.204		2010/7/8
Golden Slumbers	The Beatles	100.891		2010/7/8
Carry That Weight	The Beatles	170.79		2010/7/8
The End	The Beatles	122.65		2010/7/8
Her Majesty	The Beatles	96.573	D	2010/7/8
Help!	The Beatles	95.145		2010/7/8
The Night Before	The Beatles	169.957	D	2010/7/8
You've Got To Hide Your Love Away	The Beatles	89		2010/7/8
I Need You	The Beatles	135.59		2010/7/8
Another Girl	The Beatles	89.6222	Em	2010/7/8
You're Gonna Lose That Girl	The Beatles	133		2010/7/8
Ticket To Ride	The Beatles	125		2010/7/8
Act Naturally	The Beatles	92.67		2010/7/8
It's Only Love	The Beatles	113.08		2010/7/8
You Like Me Too Much	The Beatles	88.513		2010/7/8
Tell Me What You See	The Beatles	135.594		2010/7/8
I've Just Seen A Face	The Beatles	120.842		2010/7/8
Yesterday	The Beatles	110.737		2010/7/8
Dizzy Miss Lizzy	The Beatles	137		2010/7/8
Get Back	The Beatles	122.76		2010/7/8
Dig A Pony	The Beatles	117.719		2010/7/8
For You Blue	The Beatles	128.89		2010/7/8
The Long And Winding Road	The Beatles	136.863		2010/7/8
Two Of Us	The Beatles	111.603		2010/7/8
I've Got A Feeling	The Beatles	165.997	Am	2010/7/8
One After 909	The Beatles	91.9238	Bm	2010/7/8
Don't Let Me Down	The Beatles	130.58		2010/7/8
I Me Mine	The Beatles	92.8389	Am	2010/7/8
Across The Universe	The Beatles	160.956		2010/7/8
Let It Be	The Beatles	137.685		2010/7/8
Magical Mystery Tour	The Beatles	166.074	Em	2010/7/8
The Fool On The Hill	The Beatles	148		2010/7/8
Flying	The Beatles	92.674	C	2010/7/8
Blue Jay Way	The Beatles	133.178		2010/7/8
Your Mother Should Know	The Beatles	117.861		2010/7/8
I Am The Walrus	The Beatles	113.162		2010/7/8
Hello, Goodbye	The Beatles	98.028		2010/7/8
Strawberry Fields Forever	The Beatles	98.412		2010/7/8
Penny Lane	The Beatles	171.341		2010/7/8
Baby You're A Rich Man	The Beatles	96.89		2010/7/8
All You Need Is Love	The Beatles	105.901		2010/7/8
Saw Her Standing There	The Beatles	160.09		2010/7/8
Misery	The Beatles	133.71		2010/7/8
Anna (Go To Him)	The Beatles	109.49		2010/7/8
Chains	The Beatles	97		2010/7/8
Boys	The Beatles	142.925		2010/7/8
Ask Me Why	The Beatles	133.98		2010/7/8
Please Please Me	The Beatles	137.248		2010/7/8
Love Me Do	The Beatles	149		2010/7/8
P.S. I Love You	The Beatles	134.725		2010/7/8
Baby It's You	The Beatles	113.11		2010/7/8
Do You Want To Know A...	The Beatles	124.31		2010/7/8
A Taste Of Honey	The Beatles	102		2010/7/8
There's A Place	The Beatles	140.412		2010/7/8
Twist And Shout	The Beatles	124.271		2010/7/8
Taxman	The Beatles	130.797		2010/7/8
Eleanor Rigby	The Beatles	136.973		2010/7/8
I'm Only Sleeping	The Beatles	103.517	Ebm	2010/7/8
Love You To	The Beatles	125.268		2010/7/8
Here, There And Everywhere	The Beatles	166.297	Em	2010/7/8
Yellow Submarine	The Beatles	111.743		2010/7/8
She Said She Said	The Beatles	104.73		2010/7/8
Good Day Sunshine	The Beatles	117.273		2010/7/8
And Your Bird Can Sing	The Beatles	132.421		2010/7/8
For No One	The Beatles	161.72		2010/7/8
Doctor Robert	The Beatles	164.553	Gbm	2010/7/8
I Want To Tell You	The Beatles	126.329		2010/7/8
Got To Get You Into My Life	The Beatles	136.21		2010/7/8
Tomorrow Never Knows	The Beatles	124.94		2010/7/8
Drive My Car	The Beatles	121.936		2010/7/8
Norwegian Wood	The Beatles	88.99		2010/7/8
You Won't See Me	The Beatles	115.242		2010/7/8
The Word	The Beatles	120.71		2010/7/8
Michelle	The Beatles	118.658		2010/7/8
What Goes On	The Beatles	97.11		2010/7/8
Girl	The Beatles	96.591		2010/7/8
I'm Looking Through You	The Beatles	172.26	Ab	2010/7/8
In My Life	The Beatles	104		2010/7/8
Wait	The Beatles	130		2010/7/8
If I Needed Someone	The Beatles	126.951		2010/7/8
Run For Your Life	The Beatles	88.395		2010/7/8
Sgt. Pepper's Lonely Hearts Club Band	The Beatles	96.596		2010/7/8
With A Little Help From My Friends	The Beatles	112.69		2010/7/8
Lucy In The Sky With Diamonds	The Beatles	97.103		2010/7/8
Getting Better	The Beatles	122.475	G	2010/7/8
Fixing A Hole	The Beatles	114.647		2010/7/8
She's Leaving Home	The Beatles	142.488		2010/7/8
Being For The Benefit Of Mr. Kite!	The Beatles	112.989		2010/7/8
Within You Without You	The Beatles	125.885		2010/7/8
When I'm Sixty-Four	The Beatles	140.55		2010/7/8
Lovely Rita	The Beatles	174.7932	Ebm	2010/7/8
Good Morning Good Morning	The Beatles	123.825		2010/7/8
Sgt. Pepper's Reprise	The Beatles	118		2010/7/8
A Day In The Life	The Beatles	163.637		2010/7/8
Because (D.V.S* Remix)	The Beatles	145.002		2013/7/21
Eleanor Rigby (4centers Dubstep Remixxx)	The Beatles	142	Em	2011/1/19
Back In The U.S.S.R.	The Beatles	141.15		2010/7/8
Dear Prudence	The Beatles	150.4		2010/7/8
Glass Onion	The Beatles	120.032		2010/7/8
Ob-La-Di, Ob-La-Da	The Beatles	112.991		2010/7/8
Wild Honey Pie	The Beatles	89.569		2010/7/8
The Continuing Story Of Bungalow Bill	The Beatles	146.854		2010/7/8
While My Guitar Gently Weeps	The Beatles	114.76		2010/7/8
Happiness Is A Warm Gun	The Beatles	138.695		2010/7/8
Martha My Dear	The Beatles	91.1438	Bb	2010/7/8
I'm So Tired	The Beatles	145.994		2010/7/8
Blackbird	The Beatles	164.276		2010/7/8
Piggies	The Beatles	93.911		2010/7/8
Rocky Racoon	The Beatles	158.684		2010/7/8
Don't Pass Me By	The Beatles	171.608	C	2010/7/8
Why Don't We Do It In The Road?	The Beatles	94.093		2010/7/8
I Will	The Beatles	103.369	F	2010/7/8
Julia	The Beatles	89.402		2010/7/8
Birthday	The Beatles	138.708		2010/7/8
Yer Blues	The Beatles	141.31		2010/7/8
Mother Nature's Son	The Beatles	169.782	D	2010/7/8
Everybody's Got Something To Hide Except Me And My Monkey	The Beatles	116.172		2010/7/8
Sexy Sadie	The Beatles	150.227		2010/7/8
Helter Skelter	The Beatles	167.873	Em	2010/7/8
Long, Long, Long	The Beatles	105.365		2010/7/8
Revolution 1	The Beatles	98.655		2010/7/8
Honey Pie	The Beatles	143.396		2010/7/8
Savoy Truffle	The Beatles	120.553	Em	2010/7/8
Cry Baby Cry	The Beatles	152.368	Em	2010/7/8
Revolution 9	The Beatles	120.26		2010/7/8
Good Night	The Beatles	131.222		2010/7/8
Polite Dance Song	The Bird And The Bee	150		2011/1/19
My Humps	Black Eyed Peas	124		2010/7/8
Meet Me Halfway	Black Eyed Peas	130.01		2011/8/27
Alive	Black Eyed Peas	115.001		2011/8/27
Missing You	Black Eyed Peas	125.999		2011/8/27
Ring a Ling	Black Eyed Peas	124.999		2011/8/27
Party All The Time	Black Eyed Peas	128		2011/8/27
Showndown	Black Eyed Peas	128.602		2011/8/27
Now Generation	Black Eyed Peas	145.001		2011/8/27
One Tride	Black Eyed Peas	119.998		2011/8/27
Rockin To The Beat	Black Eyed Peas	127.91		2011/8/27
Howlin' for You	The Black Keys	132.505		2011/8/4
Psychotic Girl	The Black Keys	162.001	Dm	2012/6/17
Tighten Up	The Black Keys	109.138		2011/8/4
All You	The Cataracs	128		2012/7/17
Bass Down Low	The Cataracs	113		2011/2/17
Synthesizer	The Cataracs	127.893		2012/5/25
Top of The World	The Cataracs	124.99		2011/2/25
The Boxer	The Chemical Brothers	96.99		2013/2/28
The Salmon Dance	The Chemical Brothers	123.981		2010/7/8
Yes Yes	The Colourist	140.001	E	2013/5/28
What Up Man	The Cool Kids	172.001		2010/10/22
One Two	The Cool Kids	164.003		2010/10/22
Mikey Rocks	The Cool Kids	160		2010/10/22
88	The Cool Kids	90.0009	Em	2010/10/22
What It Is	The Cool Kids	110.002		2010/10/22
Black Mags	The Cool Kids	171.999		2010/10/22
A Little Bit Cooler	The Cool Kids	150.002		2010/10/22
